side,signal,entry_time,entry_index,entry_price,exit_time,exit_index,exit_price,exit_reason,pnl,position_notional,balance_after
long,regular_bull,2025-08-08 23:42:00,6322,116692.0,2025-08-09 00:12:00,6352,116697.99,bear_div,0.005111565182319453,99.57909253,99.5842041
long,hidden_bull,2025-08-09 00:22:00,6362,116714.9,2025-08-09 00:41:00,6381,116636.93,bear_div,-0.06652604246481911,99.5842041,99.51767806
long,regular_bull,2025-08-09 01:00:00,6400,116573.4,2025-08-09 01:09:00,6409,116639.99,tp_rsi,0.056847292624359426,99.51767806,99.57452535
long,regular_bull,2025-08-09 01:21:00,6421,116544.85,2025-08-09 01:41:00,6441,116596.36,tp_rsi,0.04400952766920184,99.57452535,99.61853488
short,hidden_bear,2025-08-09 02:43:00,6503,116450.46,2025-08-09 03:00:00,6520,116391.38,tp_rsi,0.05054048769502991,99.61853488,99.66907537
long,regular_bull,2025-08-09 03:38:00,6558,116420.68,2025-08-09 03:42:00,6562,116425.6,bear_div,0.00421206825816235,99.66907537,99.67328744
long,regular_bull,2025-08-09 03:45:00,6565,116432.02,2025-08-09 04:12:00,6592,116500.0,tp_rsi,0.058195246291963265,99.67328744,99.73148269
long,hidden_bull,2025-08-09 04:26:00,6606,116450.0,2025-08-09 04:31:00,6611,116519.51,tp_rsi,0.05953057416729393,99.73148269,99.79101326
long,regular_bull,2025-08-09 04:57:00,6637,116434.76,2025-08-09 05:04:00,6644,116555.09,tp_rsi,0.10312944884823033,99.79101326,99.89414271
long,hidden_bull,2025-08-09 05:35:00,6675,116956.41,2025-08-09 05:36:00,6676,116926.84,bear_div,-0.025256159965369986,99.89414271,99.86888655
short,hidden_bear,2025-08-09 06:17:00,6717,116594.6,2025-08-09 06:33:00,6733,116541.58,tp_rsi,0.045414181830731495,99.86888655,99.91430073
short,regular_bear,2025-08-09 07:28:00,6788,116880.0,2025-08-09 07:35:00,6795,116840.0,bull_div,0.034193805862422995,99.91430073,99.94849454
long,regular_bull,2025-08-09 07:55:00,6815,116756.0,2025-08-09 08:06:00,6826,116797.9,tp_rsi,0.03586832300888535,99.94849454,99.98436286
long,hidden_bull,2025-08-09 08:47:00,6867,117062.02,2025-08-09 09:09:00,6889,117258.99,tp_rsi,0.16823492327002657,99.98436286,100.15259778
long,hidden_bull,2025-08-09 09:18:00,6898,117346.38,2025-08-09 09:47:00,6927,117314.48,bear_div,-0.02722596018030445,100.15259778,100.12537182
short,regular_bear,2025-08-09 10:02:00,6942,117517.95,2025-08-09 10:04:00,6944,117574.85,bull_div,-0.048478837969509116,100.12537182,100.07689298
short,regular_bear,2025-08-09 10:19:00,6959,117792.74,2025-08-09 10:23:00,6963,117869.89,bull_div,-0.06554675859824992,100.07689298,100.01134622
short,regular_bear,2025-08-09 10:25:00,6965,117768.97,2025-08-09 10:38:00,6978,117600.1,tp_rsi,0.14340718133283267,100.01134622,100.1547534
short,hidden_bear,2025-08-09 11:02:00,7002,117404.0,2025-08-09 11:10:00,7010,117316.35,tp_rsi,0.07477227467130095,100.1547534,100.22952567
long,regular_bull,2025-08-09 11:20:00,7020,117276.27,2025-08-09 11:41:00,7041,117175.14,bear_div,-0.08643020391940813,100.22952567,100.14309547
short,hidden_bear,2025-08-09 12:08:00,7068,117099.69,2025-08-09 12:32:00,7092,117100.0,tp_rsi,-0.0002651105190412275,100.14309547,100.14283036
short,hidden_bear,2025-08-09 12:50:00,7110,117111.83,2025-08-09 13:09:00,7129,117033.71,tp_rsi,0.06680074854711718,100.14283036,100.20963111
long,regular_bull,2025-08-09 13:18:00,7138,116940.23,2025-08-09 13:23:00,7143,116985.59,bear_div,0.03887036024428598,100.20963111,100.24850147
long,hidden_bull,2025-08-09 13:31:00,7151,116926.58,2025-08-09 13:41:00,7161,116986.68,bear_div,0.05152750502363213,100.24850147,100.30002898
long,hidden_bull,2025-08-09 13:59:00,7179,116968.32,2025-08-09 14:12:00,7192,116942.84,bear_div,-0.021849033468305353,100.30002898,100.27817995
