type,entry_time,entry_price,exit_time,exit_price,pnl_pct,exit_reason
buy,2025-07-10 06:48:00,1.1030000000000001e-05,2025-07-10 14:26:00,1.099691e-05,-0.30000000000000654,SL
sell,2025-07-10 07:45:00,1.1059999999999999e-05,2025-07-10 08:31:00,1.1093179999999998e-05,-0.29999999999998694,SL
buy,2025-07-10 10:30:00,1.109e-05,2025-07-10 12:17:00,1.105673e-05,-0.2999999999999979,SL
sell,2025-07-10 11:54:00,1.1115e-05,2025-07-10 11:57:00,1.1148344999999998e-05,-0.29999999999998417,SL
buy,2025-07-10 13:16:00,1.1125e-05,2025-07-10 13:18:00,1.1091624999999999e-05,-0.30000000000000304,SL
buy,2025-07-10 16:16:00,1.1099999999999999e-05,2025-07-10 16:27:00,1.1322e-05,2.0000000000000058,TP
buy,2025-07-11 08:59:00,1.2774999999999999e-05,2025-07-11 09:01:00,1.2736675e-05,-0.2999999999999948,SL
sell,2025-07-11 11:13:00,1.268e-05,2025-07-11 11:16:00,1.2718039999999999e-05,-0.29999999999998445,SL
sell,2025-07-11 13:20:00,1.276e-05,2025-07-11 13:23:00,1.2798279999999998e-05,-0.2999999999999834,SL
sell,2025-07-11 14:52:00,1.2805e-05,2025-07-11 15:21:00,1.2843414999999999e-05,-0.29999999999999105,SL
buy,2025-07-11 19:17:00,1.2977499999999999e-05,2025-07-11 19:29:00,1.29385675e-05,-0.299999999999996,SL
buy,2025-07-12 05:46:00,1.2345000000000001e-05,2025-07-12 05:48:00,1.2307965e-05,-0.3000000000000046,SL
sell,2025-07-12 11:11:00,1.2425e-05,2025-07-12 11:40:00,1.2462275e-05,-0.2999999999999897,SL
buy,2025-07-12 14:10:00,1.2195000000000001e-05,2025-07-12 14:38:00,1.2158415000000001e-05,-0.29999999999999655,SL
buy,2025-07-12 21:21:00,1.2155e-05,2025-07-12 22:18:00,1.2118535e-05,-0.2999999999999972,SL
sell,2025-07-12 22:06:00,1.2139999999999999e-05,2025-07-12 22:26:00,1.2176419999999997e-05,-0.2999999999999852,SL
buy,2025-07-12 22:54:00,1.2165e-05,2025-07-12 23:09:00,1.2128505e-05,-0.30000000000000054,SL
sell,2025-07-13 02:17:00,1.2244999999999999e-05,2025-07-13 02:42:00,1.2281734999999997e-05,-0.2999999999999855,SL
buy,2025-07-13 11:04:00,1.223e-05,2025-07-13 12:50:00,1.24746e-05,2.0000000000000084,TP
sell,2025-07-13 14:50:00,1.237e-05,2025-07-13 15:01:00,1.240711e-05,-0.2999999999999922,SL
sell,2025-07-13 20:01:00,1.242e-05,2025-07-13 20:02:00,1.2457259999999999e-05,-0.29999999999999494,SL
sell,2025-07-14 01:07:00,1.234e-05,2025-07-14 01:42:00,1.2377019999999998e-05,-0.29999999999998234,SL
buy,2025-07-14 12:58:00,1.256e-05,2025-07-14 13:12:00,1.252232e-05,-0.2999999999999996,SL
buy,2025-07-14 16:35:00,1.24e-05,2025-07-14 16:36:00,1.23628e-05,-0.30000000000000204,SL
buy,2025-07-14 20:43:00,1.222e-05,2025-07-14 20:45:00,1.218334e-05,-0.29999999999999793,SL
sell,2025-07-14 23:15:00,1.218e-05,2025-07-14 23:46:00,1.2216539999999998e-05,-0.2999999999999846,SL
sell,2025-07-15 01:59:00,1.204e-05,2025-07-15 02:00:00,1.207612e-05,-0.2999999999999937,SL
buy,2025-07-15 08:29:00,1.2095e-05,2025-07-15 08:34:00,1.2058715e-05,-0.30000000000000515,SL
buy,2025-07-15 10:34:00,1.21025e-05,2025-07-15 11:17:00,1.20661925e-05,-0.30000000000000415,SL
sell,2025-07-15 14:32:00,1.2240000000000001e-05,2025-07-15 14:33:00,1.227672e-05,-0.29999999999999066,SL
buy,2025-07-15 15:36:00,1.2235e-05,2025-07-15 16:06:00,1.24797e-05,1.9999999999999962,TP
buy,2025-07-15 19:11:00,1.25775e-05,2025-07-15 19:15:00,1.25397675e-05,-0.3000000000000019,SL
buy,2025-07-15 22:36:00,1.257e-05,2025-07-15 23:04:00,1.28214e-05,2.0000000000000053,TP
buy,2025-07-16 06:23:00,1.2755e-05,2025-07-16 07:39:00,1.3010100000000001e-05,2.0000000000000027,TP
buy,2025-07-16 11:28:00,1.2955e-05,2025-07-16 11:42:00,1.2916135e-05,-0.29999999999999877,SL
sell,2025-07-16 13:27:00,1.308e-05,2025-07-16 13:32:00,1.3119239999999999e-05,-0.2999999999999921,SL
sell,2025-07-16 22:39:00,1.384e-05,2025-07-16 23:04:00,1.35632e-05,2.0000000000000036,TP
buy,2025-07-17 00:23:00,1.375e-05,2025-07-17 00:55:00,1.370875e-05,-0.3000000000000048,SL
sell,2025-07-17 10:43:00,1.36e-05,2025-07-17 10:56:00,1.3640799999999998e-05,-0.29999999999998517,SL
sell,2025-07-17 12:26:00,1.361e-05,2025-07-17 12:30:00,1.3650829999999999e-05,-0.29999999999998817,SL
buy,2025-07-17 14:17:00,1.3535e-05,2025-07-17 14:19:00,1.3494395e-05,-0.299999999999997,SL
buy,2025-07-17 15:40:00,1.35425e-05,2025-07-17 15:46:00,1.35018725e-05,-0.2999999999999961,SL
sell,2025-07-17 15:57:00,1.351e-05,2025-07-17 16:28:00,1.32398e-05,1.9999999999999967,TP
sell,2025-07-17 19:44:00,1.3337499999999999e-05,2025-07-17 19:55:00,1.3070749999999998e-05,2.0000000000000036,TP
buy,2025-07-17 21:00:00,1.313e-05,2025-07-17 21:15:00,1.33926e-05,1.9999999999999987,TP
buy,2025-07-18 12:36:00,1.3644999999999999e-05,2025-07-18 13:05:00,1.3604064999999998e-05,-0.30000000000000476,SL
sell,2025-07-18 14:18:00,1.363e-05,2025-07-18 14:25:00,1.33574e-05,1.999999999999998,TP
sell,2025-07-18 21:57:00,1.29775e-05,2025-07-18 22:25:00,1.3016432499999998e-05,-0.29999999999998295,SL
sell,2025-07-19 00:13:00,1.29425e-05,2025-07-19 00:17:00,1.2981327499999999e-05,-0.29999999999999155,SL
sell,2025-07-19 00:39:00,1.2935e-05,2025-07-19 00:40:00,1.2973805e-05,-0.2999999999999925,SL
sell,2025-07-19 11:12:00,1.3165e-05,2025-07-19 14:26:00,1.29017e-05,1.9999999999999973,TP
buy,2025-07-19 12:47:00,1.3094999999999999e-05,2025-07-19 13:07:00,1.3055714999999999e-05,-0.3000000000000032,SL
sell,2025-07-19 17:28:00,1.3035e-05,2025-07-19 18:05:00,1.3074104999999998e-05,-0.2999999999999846,SL
sell,2025-07-19 21:18:00,1.318e-05,2025-07-19 21:27:00,1.3219539999999997e-05,-0.2999999999999843,SL
buy,2025-07-20 03:02:00,1.3525e-05,2025-07-20 03:08:00,1.3484425e-05,-0.3000000000000065,SL
sell,2025-07-20 04:11:00,1.3545e-05,2025-07-20 04:21:00,1.3585634999999998e-05,-0.29999999999998744,SL
buy,2025-07-20 05:54:00,1.3575000000000001e-05,2025-07-20 08:40:00,1.3846500000000002e-05,2.000000000000005,TP
sell,2025-07-20 10:42:00,1.375e-05,2025-07-20 10:50:00,1.379125e-05,-0.2999999999999925,SL
buy,2025-07-20 12:53:00,1.38525e-05,2025-07-20 14:11:00,1.38109425e-05,-0.3000000000000011,SL
sell,2025-07-20 14:11:00,1.3825e-05,2025-07-20 14:16:00,1.3866474999999998e-05,-0.29999999999998384,SL
sell,2025-07-20 20:05:00,1.4245e-05,2025-07-20 20:07:00,1.4287734999999998e-05,-0.2999999999999847,SL
sell,2025-07-20 20:52:00,1.4299999999999999e-05,2025-07-20 21:11:00,1.4013999999999998e-05,2.0000000000000027,TP
buy,2025-07-21 02:09:00,1.3959999999999998e-05,2025-07-21 03:05:00,1.4239199999999999e-05,2.000000000000005,TP
buy,2025-07-21 07:56:00,1.4345e-05,2025-07-21 08:50:00,1.4301965e-05,-0.30000000000000115,SL
sell,2025-07-21 11:42:00,1.4174999999999999e-05,2025-07-21 13:43:00,1.4217524999999997e-05,-0.29999999999998855,SL
buy,2025-07-21 15:55:00,1.428e-05,2025-07-21 15:57:00,1.423716e-05,-0.30000000000000054,SL
sell,2025-07-21 18:30:00,1.39975e-05,2025-07-21 19:30:00,1.3717549999999999e-05,2.000000000000004,TP
sell,2025-07-22 00:56:00,1.4060000000000001e-05,2025-07-22 01:14:00,1.3778800000000001e-05,1.9999999999999993,TP
sell,2025-07-22 03:11:00,1.4205e-05,2025-07-22 03:12:00,1.4247614999999998e-05,-0.29999999999998517,SL
buy,2025-07-22 09:42:00,1.3735e-05,2025-07-22 09:49:00,1.3693795e-05,-0.2999999999999942,SL
sell,2025-07-22 13:32:00,1.3745e-05,2025-07-22 13:35:00,1.3786234999999998e-05,-0.2999999999999849,SL
buy,2025-07-22 15:46:00,1.3772499999999999e-05,2025-07-22 16:02:00,1.3731182499999999e-05,-0.3000000000000022,SL
sell,2025-07-22 19:31:00,1.3814999999999999e-05,2025-07-22 19:54:00,1.3538699999999998e-05,2.000000000000008,TP
sell,2025-07-22 20:35:00,1.372e-05,2025-07-22 20:36:00,1.3761159999999999e-05,-0.2999999999999836,SL
sell,2025-07-23 01:00:00,1.3905e-05,2025-07-23 01:21:00,1.3946715e-05,-0.29999999999999505,SL
buy,2025-07-23 03:52:00,1.40375e-05,2025-07-23 04:01:00,1.39953875e-05,-0.3000000000000001,SL
sell,2025-07-23 07:24:00,1.39825e-05,2025-07-23 07:27:00,1.4024447499999999e-05,-0.2999999999999903,SL
sell,2025-07-24 12:40:00,1.2470000000000001e-05,2025-07-24 12:41:00,1.2507409999999999e-05,-0.29999999999998395,SL
sell,2025-07-24 21:18:00,1.2685000000000001e-05,2025-07-24 21:25:00,1.2723055e-05,-0.2999999999999927,SL
buy,2025-07-25 07:58:00,1.2047500000000001e-05,2025-07-25 08:02:00,1.20113575e-05,-0.3000000000000067,SL
sell,2025-07-25 18:27:00,1.2050000000000002e-05,2025-07-25 18:28:00,1.208615e-05,-0.29999999999998295,SL
sell,2025-07-26 03:25:00,1.2555000000000001e-05,2025-07-26 03:51:00,1.2592665e-05,-0.2999999999999913,SL
buy,2025-07-26 07:22:00,1.2575e-05,2025-07-26 12:09:00,1.2537275000000001e-05,-0.29999999999999766,SL
sell,2025-07-26 11:23:00,1.2625e-05,2025-07-26 13:38:00,1.2662874999999999e-05,-0.2999999999999869,SL
buy,2025-07-26 12:50:00,1.2635e-05,2025-07-26 13:01:00,1.2597095e-05,-0.30000000000000354,SL
sell,2025-07-26 16:10:00,1.2559999999999998e-05,2025-07-26 16:18:00,1.2597679999999997e-05,-0.29999999999998617,SL
buy,2025-07-26 18:36:00,1.258e-05,2025-07-26 23:11:00,1.2542259999999999e-05,-0.30000000000000604,SL
sell,2025-07-26 20:30:00,1.259e-05,2025-07-26 20:33:00,1.262777e-05,-0.2999999999999958,SL
buy,2025-07-27 02:16:00,1.256e-05,2025-07-27 02:30:00,1.252232e-05,-0.2999999999999996,SL
buy,2025-07-27 07:19:00,1.263e-05,2025-07-27 07:30:00,1.259211e-05,-0.2999999999999952,SL
sell,2025-07-27 11:48:00,1.2615e-05,2025-07-27 12:13:00,1.2652844999999998e-05,-0.29999999999998367,SL
buy,2025-07-27 16:04:00,1.2665e-05,2025-07-27 16:57:00,1.2627005e-05,-0.2999999999999997,SL
sell,2025-07-27 19:15:00,1.2695e-05,2025-07-27 20:05:00,1.2733084999999997e-05,-0.2999999999999826,SL
buy,2025-07-27 21:56:00,1.2685e-05,2025-07-27 22:20:00,1.29387e-05,2.0000000000000053,TP
sell,2025-07-27 23:09:00,1.276e-05,2025-07-27 23:18:00,1.2798279999999998e-05,-0.2999999999999834,SL
buy,2025-07-28 02:25:00,1.2774999999999999e-05,2025-07-28 05:12:00,1.3030499999999998e-05,1.9999999999999962,TP
sell,2025-07-28 07:09:00,1.2944999999999999e-05,2025-07-28 07:27:00,1.2983834999999998e-05,-0.29999999999999566,SL
sell,2025-07-29 00:34:00,1.19025e-05,2025-07-29 01:20:00,1.1938207499999999e-05,-0.29999999999999316,SL
buy,2025-07-29 01:08:00,1.1875e-05,2025-07-29 01:53:00,1.1839375e-05,-0.30000000000000154,SL
buy,2025-07-29 03:10:00,1.1875e-05,2025-07-29 03:18:00,1.1839375e-05,-0.30000000000000154,SL
sell,2025-07-29 05:15:00,1.184e-05,2025-07-29 05:20:00,1.1875519999999998e-05,-0.2999999999999825,SL
sell,2025-07-29 13:06:00,1.1845000000000001e-05,2025-07-29 13:16:00,1.1880535e-05,-0.29999999999999133,SL
buy,2025-07-29 18:46:00,1.1485e-05,2025-07-29 18:56:00,1.1450545e-05,-0.299999999999997,SL
sell,2025-07-30 01:10:00,1.1410000000000001e-05,2025-07-30 01:11:00,1.144423e-05,-0.2999999999999926,SL
sell,2025-07-30 04:34:00,1.147e-05,2025-07-30 04:43:00,1.1504409999999998e-05,-0.2999999999999843,SL
buy,2025-07-30 06:39:00,1.15325e-05,2025-07-30 07:15:00,1.14979025e-05,-0.2999999999999953,SL
buy,2025-07-30 10:25:00,1.149e-05,2025-07-30 10:30:00,1.145553e-05,-0.3000000000000061,SL
sell,2025-07-30 18:40:00,1.139e-05,2025-07-30 19:00:00,1.11622e-05,1.999999999999998,TP
buy,2025-07-30 21:47:00,1.1167500000000001e-05,2025-07-31 00:29:00,1.1390850000000001e-05,2.000000000000001,TP
sell,2025-07-31 17:21:00,1.123e-05,2025-07-31 17:36:00,1.1263689999999998e-05,-0.29999999999998805,SL
buy,2025-07-31 18:36:00,1.1215e-05,2025-07-31 18:44:00,1.1181355e-05,-0.30000000000000526,SL
sell,2025-08-01 09:53:00,1.0475e-05,2025-08-01 10:08:00,1.0506425e-05,-0.2999999999999947,SL
sell,2025-08-01 13:30:00,1.0549999999999999e-05,2025-08-01 13:35:00,1.0581649999999997e-05,-0.29999999999998345,SL
buy,2025-08-01 17:31:00,1.06e-05,2025-08-01 17:32:00,1.05682e-05,-0.30000000000000254,SL
buy,2025-08-01 19:07:00,1.057e-05,2025-08-01 19:11:00,1.053829e-05,-0.3000000000000071,SL
sell,2025-08-02 06:16:00,1.0549999999999999e-05,2025-08-02 06:41:00,1.0338999999999999e-05,2.0000000000000018,TP
buy,2025-08-02 08:38:00,1.0495e-05,2025-08-02 08:41:00,1.0463515e-05,-0.30000000000000243,SL
buy,2025-08-02 11:28:00,1.0444999999999999e-05,2025-08-02 11:35:00,1.0413665e-05,-0.2999999999999994,SL
sell,2025-08-02 15:30:00,1.028e-05,2025-08-02 16:34:00,1.00744e-05,2.000000000000002,TP
buy,2025-08-02 23:39:00,1.01375e-05,2025-08-03 00:21:00,1.0107087500000001e-05,-0.2999999999999977,SL
buy,2025-08-03 09:23:00,1.03575e-05,2025-08-03 15:45:00,1.047e-05,1.0861694424330133,End of Data
sell,2025-08-03 15:05:00,1.0455e-05,2025-08-03 15:20:00,1.0486365e-05,-0.29999999999998694,SL
