type,entry_time,entry_price,exit_time,exit_price,pnl_pct,exit_reason
sell,2025-07-19 11:15:00,3.3799999999999995e-05,2025-07-19 11:20:00,3.3901399999999994e-05,-0.29999999999999627,SL
buy,2025-07-19 12:23:00,3.4e-05,2025-07-19 12:36:00,3.3898e-05,-0.30000000000000016,SL
sell,2025-07-20 00:04:00,3.292e-05,2025-07-20 00:37:00,3.301876e-05,-0.29999999999999083,SL
buy,2025-07-20 05:44:00,3.403e-05,2025-07-20 05:47:00,3.392791e-05,-0.2999999999999987,SL
sell,2025-07-20 16:46:00,3.4415e-05,2025-07-20 17:02:00,3.3726700000000004e-05,1.9999999999999944,TP
sell,2025-07-21 14:11:00,3.566e-05,2025-07-21 14:17:00,3.576698e-05,-0.2999999999999889,SL
buy,2025-07-22 01:41:00,3.4095000000000005e-05,2025-07-22 01:56:00,3.47769e-05,1.9999999999999927,TP
sell,2025-07-22 17:12:00,3.512e-05,2025-07-22 17:15:00,3.5255e-05,-0.38439635535306904,SL
buy,2025-07-22 21:09:00,3.5825000000000003e-05,2025-07-22 21:28:00,3.571752500000001e-05,-0.29999999999999105,SL
buy,2025-07-22 21:16:00,3.586e-05,2025-07-22 21:26:00,3.575242e-05,-0.29999999999999266,SL
buy,2025-07-23 01:32:00,3.6400000000000004e-05,2025-07-23 02:01:00,3.712800000000001e-05,2.0000000000000107,TP
sell,2025-07-24 03:56:00,3.4545e-05,2025-07-24 04:37:00,3.38541e-05,2.000000000000011,TP
sell,2025-07-24 14:07:00,3.575e-05,2025-07-24 14:25:00,3.5857249999999996e-05,-0.2999999999999849,SL
buy,2025-07-26 02:34:00,3.5585e-05,2025-07-26 02:38:00,3.5478245e-05,-0.3000000000000018,SL
sell,2025-07-26 12:24:00,3.557e-05,2025-07-26 12:25:00,3.567671e-05,-0.29999999999999294,SL
buy,2025-07-27 01:55:00,3.4620000000000004e-05,2025-07-27 02:03:00,3.451614e-05,-0.30000000000000404,SL
sell,2025-07-27 07:55:00,3.518e-05,2025-07-27 08:03:00,3.5285539999999996e-05,-0.2999999999999914,SL
sell,2025-07-27 08:26:00,3.5185e-05,2025-07-27 09:14:00,3.4481300000000005e-05,1.9999999999999942,TP
sell,2025-07-27 16:57:00,3.4479999999999995e-05,2025-07-27 18:05:00,3.4583439999999994e-05,-0.29999999999999755,SL
buy,2025-07-27 18:06:00,3.456e-05,2025-07-27 18:16:00,3.44425e-05,-0.3399884259259264,SL
buy,2025-07-28 00:18:00,3.3935e-05,2025-07-28 00:40:00,3.3833195e-05,-0.2999999999999999,SL
sell,2025-07-30 06:20:00,2.8747500000000002e-05,2025-07-30 06:55:00,2.8833742499999998e-05,-0.2999999999999842,SL
sell,2025-07-31 00:31:00,2.83825e-05,2025-07-31 00:40:00,2.8467647499999998e-05,-0.29999999999998866,SL
buy,2025-07-31 06:51:00,2.8795e-05,2025-07-31 08:10:00,2.93709e-05,1.9999999999999967,TP
buy,2025-08-02 07:21:00,2.549e-05,2025-08-02 07:46:00,2.59998e-05,1.9999999999999991,TP
buy,2025-08-02 15:08:00,2.5509999999999998e-05,2025-08-02 15:31:00,2.5433469999999998e-05,-0.30000000000000177,SL
sell,2025-08-03 00:22:00,2.475e-05,2025-08-03 00:39:00,2.4829999999999998e-05,-0.32323232323232015,SL
sell,2025-08-03 13:25:00,2.5505e-05,2025-08-03 13:34:00,2.5581514999999997e-05,-0.2999999999999843,SL
buy,2025-08-03 14:52:00,2.556e-05,2025-08-03 15:01:00,2.548332e-05,-0.300000000000003,SL
